order_id,payment_type,payment_value
o03294,boleto,76.28
o03295,voucher,62.53
o03296,credit_card,31.26
o03297,boleto,17.08
o03298,credit_card,160.73
o03299,boleto,40.57
o03300,credit_card,52.77
o03301,credit_card,270.32
o03302,credit_card,36.75
o03303,credit_card,60.63
o03304,credit_card,136.48
o03305,voucher,185.0
o03306,boleto,84.31
o03307,credit_card,128.68
o03308,credit_card,57.42
o03309,credit_card,17.05
o03310,credit_card,121.53
o03311,credit_card,63.59
o03312,credit_card,53.99
o03313,debit_card,51.55
o03314,credit_card,93.91
o03315,credit_card,93.27
o03316,boleto,64.59
o03317,boleto,82.02
o03318,credit_card,36.41
o03319,credit_card,57.87
o03320,voucher,37.2
o03321,credit_card,36.6
o03322,credit_card,77.65
o03323,credit_card,66.47
o03324,credit_card,50.83
o03325,voucher,56.37
o03326,credit_card,81.35
o03327,credit_card,95.04
o03328,credit_card,86.31
o03329,debit_card,37.05
o03330,boleto,26.61
o03331,credit_card,19.75
o03332,credit_card,42.46
o03333,credit_card,19.86
o03334,boleto,148.37
o03335,credit_card,55.4
o03336,credit_card,32.22
o03337,credit_card,55.06
o03338,credit_card,23.87
o03339,voucher,32.57
o03340,boleto,52.94
o03341,credit_card,48.52
o03342,credit_card,52.72
o03343,boleto,82.83
o03344,credit_card,109.29
o03345,credit_card,68.78
o03346,credit_card,112.86
o03347,credit_card,49.09
o03348,credit_card,122.45
o03349,debit_card,69.38
o03350,credit_card,103.63
o03351,boleto,49.6
o03352,credit_card,67.67
o03353,credit_card,202.65
o03354,credit_card,67.4
o03355,voucher,108.71
o03356,boleto,117.04
o03357,voucher,90.17
o03358,credit_card,99.66
o03359,voucher,49.68
o03360,boleto,41.77
o03361,credit_card,37.46
o03362,credit_card,80.63
o03363,credit_card,66.35
o03364,boleto,77.52
o03365,credit_card,34.49
o03366,boleto,45.05
o03367,voucher,106.89
o03368,credit_card,72.03
o03369,voucher,69.66
o03370,credit_card,57.65
o03371,boleto,43.04
o03372,debit_card,125.01
o03373,credit_card,138.4
o03374,boleto,67.86
o03375,voucher,24.68
o03376,boleto,60.8
o03377,credit_card,145.0
o03378,credit_card,45.72
o03379,boleto,51.3
o03380,credit_card,103.89
o03381,voucher,50.86
o03382,debit_card,23.81
o03383,credit_card,65.78
o03384,credit_card,21.75
o03385,credit_card,140.54
o03386,credit_card,98.73
o03387,boleto,119.64
o03388,credit_card,39.95
o03389,credit_card,160.88
o03390,boleto,62.55
o03391,boleto,126.16
o03392,credit_card,79.4
o03393,credit_card,101.44
o03394,credit_card,82.87
o03395,boleto,50.66
o03396,credit_card,28.34
o03397,credit_card,132.37
o03398,credit_card,17.69
o03399,credit_card,108.23
o03400,credit_card,132.26
o03401,credit_card,31.62
o03402,credit_card,52.12
o03403,credit_card,29.97
o03404,credit_card,46.88
o03405,voucher,118.43
o03406,credit_card,100.76
o03407,voucher,92.91
o03408,credit_card,52.31
o03409,credit_card,18.51
o03410,voucher,33.77
o03411,credit_card,57.64
o03412,credit_card,37.34
o03413,credit_card,108.94
o03414,credit_card,164.31
o03415,debit_card,79.06
o03416,credit_card,31.44
o03417,credit_card,135.49
o03418,credit_card,69.69
o03419,credit_card,64.64
o03420,credit_card,88.43
o03421,credit_card,34.46
o03422,credit_card,52.76
o03423,credit_card,62.26
o03424,boleto,75.27
o03425,credit_card,79.61
o03426,credit_card,88.34
o03427,credit_card,47.52
o03428,credit_card,25.83
o03429,boleto,57.34
o03430,boleto,61.19
o03431,credit_card,25.31
o03432,debit_card,41.87
o03433,credit_card,46.21
o03434,boleto,71.49
o03435,credit_card,49.93
o03436,credit_card,69.91
o03437,credit_card,48.82
o03438,boleto,92.16
o03439,credit_card,38.78
o03440,credit_card,65.08
o03441,credit_card,66.81
o03442,credit_card,106.39
o03443,boleto,54.22
o03444,credit_card,162.75
o03445,credit_card,158.58
o03446,boleto,40.03
o03447,boleto,64.05
o03448,boleto,32.95
o03449,credit_card,84.42
o03450,credit_card,49.58
o03451,credit_card,69.17
o03452,credit_card,56.54
o03453,credit_card,302.02
o03454,credit_card,60.05
o03455,credit_card,57.27
o03456,credit_card,110.66
o03457,boleto,120.59
o03458,credit_card,74.79
o03459,credit_card,122.71
o03460,credit_card,263.49
o03461,credit_card,54.98
o03462,credit_card,34.81
o03463,debit_card,232.43
o03464,boleto,80.72
o03465,credit_card,115.6
o03466,boleto,153.94
o03467,credit_card,89.19
o03468,credit_card,65.95
o03469,debit_card,42.98
o03470,credit_card,132.72
o03471,credit_card,76.98
o03472,credit_card,26.12
o03473,credit_card,202.32
o03474,voucher,35.84
o03475,credit_card,116.96
o03476,voucher,73.48
o03477,credit_card,27.03
o03478,credit_card,61.86
o03479,credit_card,55.06
o03480,credit_card,29.96
o03481,boleto,84.29
o03482,credit_card,106.97
o03483,boleto,64.2
o03484,boleto,54.29
o03485,credit_card,88.03
o03486,credit_card,15.86
o03487,credit_card,51.14
o03488,voucher,53.13
o03489,credit_card,65.33
o03490,credit_card,29.09
o03491,credit_card,22.96
o03492,credit_card,37.52
o03493,credit_card,83.54
o03494,credit_card,52.66
o03495,credit_card,37.4
o03496,credit_card,180.47
o03497,credit_card,54.26
o03498,credit_card,65.55
o03499,credit_card,131.43
