age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
26,blue-collar,single,secondary,unknown,may,5,-1,0,unknown,3.61,93.561,-43.5,3.909,5202.8,103,no
39,admin.,divorced,secondary,unknown,may,2,-1,0,unknown,0.82,93.856,-45.9,1.958,5177.1,611,no
58,retired,married,secondary,cellular,may,2,-1,0,unknown,1.11,94.113,-46.3,2.703,5251.5,229,no
34,management,married,tertiary,cellular,nov,1,162,2,failure,-0.89,94.321,-38.4,3.024,5133.7,358,yes
44,unemployed,single,primary,cellular,jul,2,-1,0,unknown,2.3,93.636,-40.2,4.065,5200.7,788,yes
51,admin.,married,secondary,cellular,aug,2,-1,0,unknown,0.96,93.793,-36.7,2.454,5165.4,359,no
35,services,single,secondary,unknown,jun,5,-1,0,unknown,1.5,94.207,-39.9,4.53,5210.5,43,no
68,retired,married,tertiary,cellular,aug,4,181,3,success,-0.61,94.149,-43.8,1.993,5141.9,392,yes
34,management,married,secondary,cellular,aug,4,-1,0,unknown,0.02,93.04,-42.2,3.213,5146.1,90,no
42,unemployed,married,secondary,unknown,may,1,-1,0,unknown,-0.06,93.985,-51.3,3.218,5199.0,13,no
28,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-1.34,93.135,-45.1,2.96,5193.7,132,no
32,admin.,single,tertiary,cellular,nov,1,182,1,failure,2.67,94.055,-36.6,2.859,5247.6,100,no
51,blue-collar,married,primary,cellular,aug,2,-1,0,unknown,0.34,94.463,-43.4,3.977,5128.3,186,no
56,blue-collar,married,primary,cellular,apr,2,-1,0,unknown,1.68,94.709,-38.5,3.039,5111.4,264,yes
28,admin.,married,secondary,cellular,feb,2,-1,0,unknown,-0.85,93.479,-45.2,2.806,5190.9,481,no
31,services,married,secondary,unknown,may,12,-1,0,unknown,-1.71,94.401,-39.2,4.478,5189.4,133,no
42,technician,married,secondary,cellular,feb,2,246,1,failure,1.15,93.189,-30.7,4.614,5146.4,187,no
45,blue-collar,married,secondary,unknown,may,5,-1,0,unknown,1.33,93.992,-39.0,3.985,5168.8,319,no
42,management,married,secondary,cellular,aug,6,-1,0,unknown,-0.3,94.256,-37.7,2.099,5163.2,117,no
42,technician,married,secondary,cellular,jul,5,-1,0,unknown,-0.45,93.873,-43.2,2.651,5196.4,216,no
46,technician,married,secondary,cellular,aug,2,-1,0,unknown,-0.73,95.001,-40.8,4.979,5197.9,84,no
35,blue-collar,single,secondary,cellular,may,1,347,6,failure,1.74,93.925,-43.8,3.73,5170.6,334,no
45,self-employed,married,secondary,cellular,nov,1,111,2,failure,0.03,93.84,-37.2,2.575,5144.0,180,no
33,management,single,tertiary,cellular,oct,1,-1,0,unknown,-0.88,93.839,-48.5,2.968,5176.0,59,no
44,services,married,secondary,cellular,jan,3,-1,0,unknown,-0.2,93.571,-39.7,3.188,5266.3,202,no
43,management,married,secondary,cellular,aug,18,-1,0,unknown,1.99,93.823,-35.5,5.439,5171.8,108,no
52,technician,married,unknown,cellular,nov,3,174,1,failure,-1.09,93.986,-38.1,5.109,5205.7,222,no
42,admin.,married,secondary,cellular,jul,4,-1,0,unknown,1.44,93.714,-46.6,4.7,5180.8,130,no
36,admin.,single,tertiary,cellular,apr,2,-1,0,unknown,-0.63,93.774,-43.9,3.221,5181.5,127,no
40,entrepreneur,married,primary,unknown,jun,2,-1,0,unknown,-0.42,93.962,-41.7,1.755,5140.6,160,no
39,blue-collar,married,primary,unknown,jun,16,-1,0,unknown,-1.09,94.626,-35.7,5.498,5105.4,264,no
33,management,single,tertiary,cellular,aug,4,-1,0,unknown,-0.45,93.883,-42.2,4.125,5115.6,127,no
45,blue-collar,married,primary,cellular,apr,2,-1,0,unknown,1.47,93.332,-39.9,3.996,5224.0,890,no
38,blue-collar,married,secondary,unknown,jun,5,-1,0,unknown,1.71,94.173,-43.0,3.902,5204.1,152,no
32,management,married,tertiary,cellular,jul,2,-1,0,unknown,-0.68,93.301,-44.8,3.602,5194.2,29,no
51,blue-collar,married,unknown,unknown,jun,13,-1,0,unknown,1.05,93.268,-43.9,4.414,5216.7,17,no
36,management,married,tertiary,cellular,nov,1,-1,0,unknown,-1.14,94.312,-41.1,4.215,5262.0,93,no
28,blue-collar,single,secondary,unknown,may,1,-1,0,unknown,2.58,93.378,-45.3,2.505,5172.1,66,no
32,technician,single,tertiary,unknown,may,2,-1,0,unknown,0.75,94.458,-35.8,0.567,5214.7,463,no
48,management,married,tertiary,cellular,aug,3,-1,0,unknown,-0.1,94.251,-38.2,2.463,5275.2,585,no
58,technician,married,primary,unknown,jun,3,-1,0,unknown,2.14,93.259,-38.5,3.172,5165.1,106,no
36,technician,married,secondary,cellular,aug,2,-1,0,unknown,0.81,93.813,-41.4,2.028,5147.4,65,no
39,services,married,secondary,cellular,jul,5,-1,0,unknown,-1.7,94.307,-44.1,5.03,5086.7,81,no
21,blue-collar,single,secondary,cellular,feb,2,-1,0,unknown,-0.83,93.93,-41.3,2.43,5177.7,92,yes
23,services,single,secondary,unknown,jun,1,-1,0,unknown,-0.19,93.628,-42.1,4.531,5209.3,768,yes
55,retired,married,primary,cellular,aug,4,-1,0,unknown,0.87,93.666,-37.3,2.472,5113.3,632,yes
37,blue-collar,married,primary,cellular,may,1,297,3,failure,0.94,93.767,-43.3,1.171,5042.1,569,no
42,management,married,secondary,telephone,jul,8,-1,0,unknown,0.34,93.698,-40.2,3.734,5257.7,130,no
83,housemaid,married,primary,cellular,sep,3,276,8,other,1.61,94.518,-43.4,1.783,5047.0,109,no
41,admin.,divorced,tertiary,cellular,jul,13,-1,0,unknown,1.29,93.945,-37.6,2.138,5165.3,108,no
49,blue-collar,married,primary,cellular,may,2,360,4,failure,-0.08,94.011,-48.9,6.145,5227.7,373,no
42,housemaid,single,secondary,cellular,apr,3,-1,0,unknown,-0.43,93.562,-34.8,1.802,5198.0,134,no
29,technician,single,secondary,cellular,jul,1,-1,0,unknown,1.51,93.506,-43.5,3.281,5194.3,203,no
38,technician,divorced,tertiary,unknown,jun,2,-1,0,unknown,-0.54,94.688,-41.3,4.687,5083.6,952,yes
36,blue-collar,married,primary,cellular,feb,2,-1,0,unknown,1.3,93.835,-33.0,1.752,5216.6,167,no
35,technician,single,secondary,unknown,may,2,-1,0,unknown,0.65,94.22,-42.9,2.043,5134.5,100,no
35,admin.,married,secondary,cellular,apr,1,21,1,failure,0.33,93.564,-50.9,5.401,5084.8,116,no
82,retired,married,tertiary,cellular,feb,7,-1,0,unknown,0.98,92.999,-42.1,3.716,5164.7,223,no
44,management,married,tertiary,cellular,aug,4,-1,0,unknown,0.95,93.921,-40.0,2.161,5208.3,130,no
29,blue-collar,divorced,secondary,cellular,apr,2,-1,0,unknown,-0.91,93.718,-44.3,4.094,5154.8,405,no
35,services,married,secondary,cellular,jul,2,407,3,success,0.21,92.583,-33.9,4.033,5123.8,815,yes
43,technician,married,secondary,cellular,aug,2,-1,0,unknown,-1.59,94.087,-42.7,3.124,5240.3,209,no
32,blue-collar,married,primary,telephone,feb,3,-1,0,unknown,0.05,93.847,-39.1,2.323,5181.4,35,no
49,unemployed,married,tertiary,cellular,nov,3,185,7,failure,-0.3,93.674,-44.6,2.401,5157.6,77,no
36,services,divorced,tertiary,cellular,may,1,367,6,other,0.66,93.264,-40.3,2.8,5170.0,69,no
38,admin.,married,secondary,cellular,feb,1,-1,0,unknown,-1.36,93.024,-38.6,4.35,5145.0,387,no
41,management,married,tertiary,telephone,nov,1,-1,0,unknown,-0.29,93.179,-41.1,5.095,5212.2,49,no
49,housemaid,married,secondary,cellular,dec,3,202,2,failure,1.03,94.137,-39.9,4.84,5198.4,62,no
39,unemployed,single,secondary,cellular,dec,8,203,1,success,-1.36,93.512,-46.5,1.725,5137.0,193,no
32,technician,single,secondary,cellular,jul,1,-1,0,unknown,-0.51,94.05,-47.9,4.884,5233.8,243,no
48,management,married,secondary,cellular,nov,2,-1,0,unknown,0.17,93.909,-45.8,2.072,5173.9,125,no
46,technician,single,secondary,unknown,aug,2,-1,0,unknown,1.47,94.336,-43.8,5.214,5198.9,69,no
49,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,0.59,94.071,-35.3,6.106,5144.0,66,no
30,services,married,secondary,cellular,may,1,-1,0,unknown,2.3,93.492,-39.3,3.605,5266.0,66,no
30,admin.,married,secondary,cellular,may,1,-1,0,unknown,3.55,94.523,-44.2,3.509,5186.5,290,no
49,admin.,married,secondary,cellular,aug,3,-1,0,unknown,2.79,93.03,-37.6,4.228,5065.1,131,no
42,admin.,divorced,secondary,cellular,jan,1,-1,0,unknown,-0.93,93.174,-33.8,1.536,5116.5,931,yes
42,technician,married,tertiary,telephone,may,2,-1,0,unknown,1.91,94.759,-42.1,0.505,5088.6,360,no
57,unknown,married,unknown,unknown,may,4,-1,0,unknown,1.19,94.24,-41.4,3.597,5085.4,836,no
43,admin.,married,secondary,cellular,apr,1,-1,0,unknown,2.39,94.449,-37.4,2.873,5099.8,219,no
32,technician,single,tertiary,cellular,apr,2,-1,0,unknown,0.02,93.856,-46.0,4.265,5176.3,223,no
44,management,married,tertiary,cellular,aug,4,-1,0,unknown,-1.91,93.731,-42.0,2.957,5182.7,113,no
54,retired,divorced,tertiary,cellular,nov,1,-1,0,unknown,-2.0,93.256,-43.2,3.708,5177.9,257,no
50,admin.,married,secondary,cellular,may,8,182,4,success,0.77,93.849,-38.2,2.943,5204.5,196,yes
35,technician,married,secondary,cellular,aug,9,-1,0,unknown,3.08,92.819,-39.2,2.292,5164.5,17,no
32,services,single,secondary,cellular,nov,1,-1,0,unknown,-0.3,93.758,-43.0,3.122,5259.6,132,no
46,management,married,secondary,cellular,jul,2,-1,0,unknown,-0.53,92.5,-39.0,4.3,5278.8,597,no
54,management,married,tertiary,cellular,jul,1,-1,0,unknown,-0.84,93.132,-44.5,2.123,5277.1,381,no
52,unemployed,married,primary,telephone,jul,2,-1,0,unknown,1.99,93.356,-44.4,1.897,5164.0,694,yes
41,blue-collar,married,primary,cellular,jul,2,-1,0,unknown,-0.55,94.892,-38.1,2.202,5125.9,155,no
31,blue-collar,married,secondary,telephone,jul,1,-1,0,unknown,1.62,93.559,-43.1,2.975,5076.7,36,no
47,blue-collar,married,primary,cellular,may,2,-1,0,unknown,0.37,93.619,-39.4,3.22,5066.7,480,no
50,management,married,tertiary,cellular,oct,1,183,1,success,-0.5,93.577,-41.0,1.165,5175.5,170,yes
37,blue-collar,married,primary,unknown,jun,2,-1,0,unknown,0.62,93.313,-44.3,3.806,5128.6,172,no
36,management,married,tertiary,cellular,may,1,175,3,failure,-0.82,93.548,-42.8,4.333,5146.1,215,no
31,blue-collar,married,primary,cellular,apr,2,-1,0,unknown,-1.63,93.728,-42.3,1.746,5164.4,340,no
35,management,married,tertiary,cellular,may,2,88,4,success,-0.14,93.224,-42.8,2.542,5267.5,226,yes
42,blue-collar,married,unknown,unknown,jun,1,-1,0,unknown,0.01,94.165,-44.7,3.324,5225.2,220,no
60,admin.,divorced,secondary,cellular,may,1,91,1,failure,-1.0,93.141,-47.3,4.057,5177.8,136,no
38,self-employed,divorced,tertiary,cellular,may,1,342,1,failure,0.18,93.86,-43.9,3.249,5225.5,330,no
58,blue-collar,married,secondary,cellular,may,1,-1,0,unknown,1.24,94.683,-47.4,2.655,5168.9,201,no
31,blue-collar,single,secondary,unknown,may,5,-1,0,unknown,0.11,93.814,-45.8,3.819,5178.1,178,no
52,self-employed,married,secondary,cellular,may,2,-1,0,unknown,-1.88,93.833,-39.9,3.332,5260.0,164,no
54,admin.,married,secondary,unknown,may,2,-1,0,unknown,-0.4,94.007,-50.6,3.373,5060.9,45,no
27,unemployed,single,secondary,cellular,feb,5,-1,0,unknown,0.3,93.993,-37.2,2.596,5147.6,817,no
53,management,married,tertiary,cellular,aug,2,-1,0,unknown,1.4,93.957,-41.8,4.51,5270.7,958,no
47,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,1.28,94.281,-38.9,3.556,5230.0,168,no
51,entrepreneur,married,secondary,cellular,jul,6,-1,0,unknown,1.8,93.381,-41.1,1.351,5174.6,123,no
25,student,single,tertiary,cellular,may,1,352,1,other,0.62,93.74,-49.7,3.28,5152.6,36,no
43,admin.,single,secondary,cellular,feb,2,-1,0,unknown,0.44,93.512,-46.6,3.337,5116.2,390,no
35,management,married,tertiary,cellular,apr,6,322,4,other,0.62,93.665,-36.1,2.69,5253.2,17,no
36,technician,married,unknown,cellular,jul,3,-1,0,unknown,1.11,94.206,-40.9,4.65,5160.1,396,no
29,management,single,tertiary,unknown,jun,2,-1,0,unknown,-1.46,93.674,-43.0,4.222,5231.5,223,no
37,management,married,tertiary,unknown,jun,2,-1,0,unknown,-0.52,93.46,-33.4,2.282,5097.8,95,no
39,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,1.88,93.848,-42.8,3.925,5259.6,38,no
31,services,married,secondary,unknown,may,7,-1,0,unknown,1.57,92.925,-44.8,2.695,5241.3,123,no
56,management,married,tertiary,cellular,feb,1,-1,0,unknown,-1.19,93.692,-35.7,4.349,5177.8,139,no
36,services,single,secondary,cellular,jul,1,-1,0,unknown,0.63,93.783,-34.0,2.799,5114.4,258,no
36,blue-collar,divorced,secondary,cellular,jun,2,-1,0,unknown,-1.05,93.53,-41.4,2.247,5275.0,143,no
45,blue-collar,divorced,primary,cellular,jul,1,-1,0,unknown,2.48,94.309,-44.9,3.201,5124.7,758,no
33,services,divorced,secondary,cellular,apr,3,-1,0,unknown,-0.13,93.633,-38.9,2.45,5312.9,529,no
44,technician,married,secondary,unknown,jun,1,-1,0,unknown,0.77,94.169,-41.5,2.936,5160.0,197,no
45,blue-collar,married,secondary,cellular,aug,2,-1,0,unknown,0.94,94.637,-42.5,3.097,5153.6,166,no
31,services,single,tertiary,cellular,aug,1,103,2,failure,2.75,93.056,-37.9,4.532,5104.9,153,no
47,housemaid,single,primary,cellular,feb,1,-1,0,unknown,1.59,93.265,-45.6,3.869,5244.7,371,no
30,management,married,tertiary,cellular,aug,3,194,1,failure,0.46,93.306,-38.6,3.699,5147.9,134,no
35,technician,single,unknown,cellular,may,1,-1,0,unknown,1.54,93.822,-42.6,4.085,5221.3,163,no
26,management,single,tertiary,cellular,jul,1,-1,0,unknown,0.31,93.804,-44.6,3.185,5200.1,297,no
48,management,married,tertiary,cellular,aug,11,-1,0,unknown,1.95,93.331,-42.2,2.923,5103.8,41,no
35,technician,married,secondary,telephone,aug,5,-1,0,unknown,2.44,93.743,-45.8,3.772,5162.3,72,no
73,retired,married,secondary,cellular,apr,1,-1,0,unknown,1.45,93.814,-38.1,3.858,5147.5,420,no
39,entrepreneur,married,secondary,cellular,jul,3,-1,0,unknown,0.77,94.008,-46.0,4.84,5239.0,240,no
45,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,-0.53,93.04,-38.7,2.191,5019.6,25,no
29,blue-collar,single,secondary,unknown,may,2,-1,0,unknown,-1.04,93.625,-32.6,2.121,5259.5,185,no
37,management,single,tertiary,cellular,apr,1,336,3,failure,-0.26,93.591,-41.4,2.447,5147.9,135,no
32,admin.,married,secondary,cellular,jul,2,-1,0,unknown,0.96,93.681,-46.8,2.734,5192.6,151,no
27,management,single,tertiary,cellular,may,5,-1,0,unknown,-0.13,93.904,-45.9,2.955,5161.1,10,no
47,services,divorced,secondary,unknown,jun,1,-1,0,unknown,-1.19,94.158,-31.8,2.513,5073.2,63,no
31,services,single,secondary,cellular,nov,2,190,4,other,2.6,94.406,-45.6,2.134,5274.4,321,no
29,management,single,tertiary,cellular,apr,2,81,3,failure,2.43,94.198,-34.5,3.798,5257.0,65,yes
28,admin.,married,secondary,cellular,mar,1,285,1,success,-2.11,94.503,-38.5,2.02,5110.6,395,no
37,blue-collar,divorced,secondary,cellular,may,1,326,2,success,-1.49,93.392,-29.7,3.076,5204.6,326,no
30,self-employed,married,tertiary,unknown,jun,6,-1,0,unknown,-1.0,93.029,-33.3,1.242,5156.1,1449,yes
28,unemployed,single,secondary,cellular,jan,1,-1,0,unknown,-1.4,94.173,-42.1,2.826,5131.5,196,no
43,services,married,primary,unknown,may,2,-1,0,unknown,1.68,94.075,-38.2,5.303,5161.0,186,no
60,technician,married,secondary,cellular,may,2,263,4,failure,-1.18,93.258,-44.6,2.886,5215.5,545,yes
49,blue-collar,divorced,primary,cellular,jul,2,-1,0,unknown,-0.39,93.814,-47.6,3.562,5207.8,468,no
31,entrepreneur,single,tertiary,unknown,jun,1,-1,0,unknown,0.32,93.998,-40.7,3.079,5227.6,273,no
32,admin.,single,secondary,cellular,nov,2,-1,0,unknown,1.73,93.461,-43.3,2.611,5122.7,149,no
74,retired,married,primary,telephone,oct,1,-1,0,unknown,2.19,93.141,-39.2,4.28,5158.1,227,no
44,blue-collar,single,primary,unknown,may,3,-1,0,unknown,0.25,93.364,-39.1,3.66,5184.8,828,yes
63,retired,married,secondary,cellular,jan,1,-1,0,unknown,2.25,94.106,-44.7,3.174,5248.8,205,no
32,technician,married,secondary,cellular,aug,1,-1,0,unknown,-0.03,93.834,-36.6,4.299,5224.7,493,no
38,entrepreneur,married,secondary,unknown,may,5,-1,0,unknown,0.46,92.993,-54.6,4.196,5114.0,170,no
44,admin.,married,secondary,cellular,jul,2,-1,0,unknown,0.37,93.627,-36.6,4.535,5173.3,114,no
56,services,divorced,secondary,cellular,may,1,357,4,failure,-0.22,93.044,-44.1,4.447,5091.0,263,no
41,technician,divorced,secondary,cellular,aug,2,-1,0,unknown,0.27,93.515,-44.5,1.867,5308.1,173,no
35,blue-collar,single,primary,cellular,may,1,364,1,failure,0.46,94.516,-44.8,4.657,5189.2,213,no
46,admin.,married,secondary,telephone,jul,11,-1,0,unknown,-1.16,92.729,-37.8,2.178,5161.1,187,no
26,blue-collar,married,primary,cellular,jul,2,-1,0,unknown,-0.49,94.256,-42.3,4.068,5145.8,1288,no
69,services,married,unknown,cellular,jul,3,-1,0,unknown,0.92,93.554,-35.2,3.35,5225.1,837,no
37,management,married,tertiary,cellular,oct,2,-1,0,unknown,1.03,93.401,-37.5,6.062,5145.3,138,no
39,services,married,secondary,unknown,jun,4,-1,0,unknown,0.63,93.897,-48.1,4.007,5109.6,53,no
30,management,single,tertiary,cellular,nov,1,-1,0,unknown,-0.49,94.519,-38.9,4.065,5190.6,50,no
34,technician,single,secondary,cellular,may,1,-1,0,unknown,-0.19,93.487,-39.8,2.295,5220.7,53,no
38,blue-collar,single,unknown,unknown,may,1,-1,0,unknown,0.06,93.467,-37.0,2.886,5147.2,84,no
36,management,divorced,tertiary,cellular,aug,2,-1,0,unknown,2.84,93.587,-35.6,1.814,5189.0,131,no
38,technician,married,secondary,unknown,may,1,-1,0,unknown,1.33,94.083,-37.1,4.33,5051.1,97,no
29,technician,married,primary,cellular,jul,1,-1,0,unknown,-0.7,93.015,-40.8,4.366,5213.8,255,no
39,management,married,tertiary,cellular,aug,2,-1,0,unknown,0.18,95.24,-43.4,3.66,5125.9,386,no
42,management,married,tertiary,cellular,may,1,-1,0,unknown,0.37,94.005,-48.0,3.553,5210.1,1148,yes
28,blue-collar,single,secondary,cellular,may,2,-1,0,unknown,-0.65,92.916,-42.0,2.418,5211.9,554,yes
61,retired,married,secondary,cellular,sep,1,81,2,other,-1.01,93.341,-52.1,4.773,5127.8,336,no
31,services,married,secondary,unknown,may,3,-1,0,unknown,1.15,92.87,-39.8,2.834,5205.7,44,no
36,management,single,tertiary,cellular,may,1,-1,0,unknown,0.71,93.418,-39.0,1.401,5193.1,212,no
50,management,single,unknown,cellular,may,1,-1,0,unknown,-1.15,94.361,-43.5,3.785,5151.4,63,no
52,blue-collar,married,secondary,cellular,jul,3,-1,0,unknown,-1.04,93.14,-37.6,3.249,5206.6,1029,no
59,housemaid,married,primary,cellular,aug,2,-1,0,unknown,1.72,93.566,-41.8,5.19,5184.7,88,no
43,services,married,secondary,unknown,may,20,-1,0,unknown,1.17,93.515,-33.9,2.497,5254.1,14,no
27,technician,single,tertiary,cellular,aug,1,-1,0,unknown,-0.67,93.346,-38.0,3.529,5205.4,88,no
26,management,single,tertiary,cellular,may,2,100,1,success,0.4,93.717,-38.4,3.5,5112.9,210,no
39,technician,single,tertiary,cellular,mar,1,-1,0,unknown,0.86,93.751,-37.6,3.532,5158.3,281,yes
38,management,single,tertiary,cellular,nov,1,182,1,failure,-0.9,94.118,-37.1,2.74,5138.9,253,no
59,housemaid,married,primary,cellular,apr,1,86,1,failure,0.19,94.323,-38.9,4.058,5256.9,92,no
33,blue-collar,single,primary,cellular,may,4,353,1,failure,2.4,94.337,-36.8,3.71,5134.1,99,no
58,management,married,tertiary,unknown,jun,1,-1,0,unknown,-0.92,93.801,-39.1,4.348,5171.6,114,no
52,blue-collar,married,primary,cellular,aug,2,-1,0,unknown,-2.07,93.81,-46.6,2.256,5216.7,96,no
32,management,married,tertiary,unknown,may,1,-1,0,unknown,0.6,92.791,-38.3,2.568,5198.7,193,no
39,blue-collar,single,primary,unknown,may,1,-1,0,unknown,-0.49,93.376,-42.6,3.145,5139.8,183,no
28,blue-collar,married,secondary,unknown,jun,1,-1,0,unknown,1.35,93.655,-45.6,2.809,5225.1,210,no
27,admin.,single,secondary,unknown,jun,2,-1,0,unknown,0.72,94.197,-44.7,3.211,5176.9,672,no
53,admin.,married,secondary,cellular,jan,1,252,1,failure,-2.44,93.361,-40.8,3.948,5162.4,103,no
41,management,married,unknown,unknown,may,1,-1,0,unknown,2.27,93.484,-45.7,4.792,5258.4,285,no
59,management,married,tertiary,cellular,mar,2,188,6,other,-0.33,93.289,-52.2,4.428,5255.3,467,yes
48,blue-collar,divorced,primary,unknown,jun,2,-1,0,unknown,-0.43,93.496,-47.0,3.179,5090.4,248,no
56,management,married,tertiary,telephone,jul,1,-1,0,unknown,1.9,93.781,-37.3,4.286,5203.2,123,no
24,blue-collar,single,secondary,unknown,jun,3,-1,0,unknown,0.11,93.909,-30.8,5.259,5249.4,465,yes
30,management,single,secondary,cellular,aug,10,-1,0,unknown,2.36,93.325,-41.5,2.349,5211.8,514,no
53,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,3.09,93.418,-40.6,1.534,5135.2,184,no
54,blue-collar,divorced,primary,telephone,may,1,183,2,success,2.27,94.063,-44.5,3.072,5117.9,414,yes
56,services,married,secondary,cellular,aug,2,-1,0,unknown,2.11,94.905,-46.6,4.269,5200.9,159,no
57,admin.,single,secondary,cellular,aug,1,-1,0,unknown,-0.2,93.454,-50.3,5.104,5160.9,1064,yes
30,management,single,tertiary,cellular,nov,1,-1,0,unknown,0.57,93.649,-46.1,2.17,5221.9,227,no
44,blue-collar,married,unknown,unknown,may,1,-1,0,unknown,1.06,93.473,-40.6,3.114,5203.6,483,yes
39,management,married,tertiary,cellular,may,2,331,6,other,-1.6,94.035,-40.3,3.892,5164.3,788,no
38,technician,single,tertiary,cellular,jul,2,-1,0,unknown,-1.17,93.869,-37.1,3.292,5203.3,378,no
22,student,single,secondary,telephone,feb,1,191,3,success,0.83,94.216,-44.1,3.228,5165.5,169,yes
35,admin.,single,secondary,unknown,may,3,-1,0,unknown,0.98,93.82,-45.5,3.152,5146.9,241,no
31,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.3,93.013,-42.8,3.839,5126.6,611,no
29,student,single,tertiary,cellular,nov,1,186,7,success,1.71,93.883,-43.9,4.172,5115.8,204,no
27,admin.,married,secondary,cellular,apr,3,-1,0,unknown,0.9,93.08,-44.7,3.113,5082.7,1665,yes
40,admin.,divorced,secondary,cellular,jul,1,-1,0,unknown,-0.62,93.295,-35.9,5.305,5090.7,189,no
57,management,married,primary,unknown,jun,2,-1,0,unknown,-0.83,92.926,-40.7,2.659,5228.5,188,no
38,services,divorced,secondary,unknown,may,2,-1,0,unknown,-0.34,93.719,-39.5,5.384,5124.5,191,no
55,admin.,married,secondary,cellular,jun,2,-1,0,unknown,-0.31,94.002,-41.8,4.055,5075.2,94,yes
49,services,married,secondary,cellular,jul,11,-1,0,unknown,-1.43,93.75,-33.7,3.074,5224.9,93,no
51,technician,single,secondary,unknown,may,2,-1,0,unknown,-0.44,93.863,-44.5,3.467,5200.3,364,no
67,retired,divorced,secondary,cellular,nov,1,-1,0,unknown,-0.06,93.254,-39.7,2.796,5156.1,537,yes
46,blue-collar,married,secondary,cellular,aug,1,-1,0,unknown,-1.82,93.547,-48.6,3.609,5239.0,115,no
26,management,married,primary,unknown,may,1,-1,0,unknown,-0.3,92.82,-33.9,2.207,5203.6,275,no
30,blue-collar,single,primary,cellular,nov,1,-1,0,unknown,0.55,93.666,-42.3,2.901,5114.9,429,no
55,management,married,tertiary,unknown,may,1,-1,0,unknown,1.37,93.313,-34.7,5.288,5119.0,77,no
27,technician,married,secondary,cellular,may,4,-1,0,unknown,0.71,94.243,-41.7,0.534,5145.7,166,no
27,entrepreneur,single,tertiary,cellular,may,1,-1,0,unknown,0.11,93.908,-39.0,4.046,5223.7,1101,no
40,blue-collar,married,primary,cellular,apr,1,319,1,failure,1.67,93.714,-40.2,4.161,5191.1,326,no
46,management,married,tertiary,cellular,aug,8,-1,0,unknown,-0.38,92.852,-35.2,3.876,5216.7,87,no
33,management,divorced,tertiary,cellular,feb,8,267,1,other,0.95,93.443,-33.4,4.119,5232.1,26,no
38,housemaid,married,secondary,unknown,may,1,-1,0,unknown,-0.11,94.024,-41.5,3.802,5191.2,224,no
46,admin.,married,secondary,cellular,mar,1,-1,0,unknown,1.54,94.121,-45.1,2.937,5201.1,135,no
32,technician,single,tertiary,cellular,aug,1,-1,0,unknown,-0.0,93.395,-40.3,4.776,5150.2,79,no
27,housemaid,married,primary,cellular,jul,4,-1,0,unknown,2.37,93.898,-40.8,2.643,5242.5,64,no
50,admin.,married,secondary,unknown,jun,1,-1,0,unknown,0.26,93.789,-39.1,2.758,5240.1,23,no
35,blue-collar,married,primary,cellular,apr,1,-1,0,unknown,-0.35,94.314,-40.4,3.651,5075.9,106,no
32,blue-collar,single,secondary,cellular,apr,1,-1,0,unknown,1.64,94.126,-41.3,4.753,5159.8,517,no
36,services,single,secondary,cellular,jan,1,252,1,failure,0.52,95.11,-38.5,3.05,5078.6,706,no
46,management,divorced,secondary,cellular,aug,5,-1,0,unknown,-1.28,93.748,-42.9,3.848,5147.6,763,yes
29,management,single,tertiary,cellular,may,1,351,1,failure,0.69,93.678,-44.5,3.26,5231.3,155,no
50,management,married,unknown,unknown,jun,1,-1,0,unknown,0.59,93.999,-41.4,3.783,5294.6,561,no
35,technician,married,secondary,cellular,apr,1,-1,0,unknown,0.79,94.064,-41.5,5.4,5219.0,616,yes
42,entrepreneur,married,tertiary,unknown,may,2,-1,0,unknown,1.75,93.548,-40.5,2.934,5175.4,83,no
46,management,divorced,tertiary,cellular,jul,2,-1,0,unknown,2.25,93.901,-36.3,4.477,5187.6,5,no
35,admin.,married,secondary,unknown,may,1,-1,0,unknown,-0.37,93.233,-39.4,1.669,5153.6,124,no
29,management,married,tertiary,cellular,may,2,-1,0,unknown,1.78,93.145,-38.0,3.526,5145.9,667,yes
30,blue-collar,single,secondary,cellular,jul,2,-1,0,unknown,1.23,93.88,-47.1,3.334,5123.7,66,no
44,blue-collar,single,primary,telephone,jul,1,-1,0,unknown,0.64,93.139,-43.8,2.511,5108.0,564,no
27,admin.,divorced,secondary,unknown,may,1,-1,0,unknown,-1.13,93.272,-42.7,2.828,5133.1,104,no
30,management,single,tertiary,unknown,may,3,-1,0,unknown,-0.36,93.862,-40.6,4.839,5138.7,138,no
47,technician,divorced,tertiary,cellular,aug,4,-1,0,unknown,1.68,93.999,-46.6,3.261,5162.0,200,no
37,management,married,tertiary,unknown,sep,1,-1,0,unknown,1.29,93.923,-42.0,3.018,5147.9,11,no
